pessoa_idade,pessoa_salario_anual,pessoa_status_propriedade,pessoa_tempo_trabalho,emprestimo_motivo,emprestimo_pontuacao,emprestimo_valor_total,emprestimo_taxa_juros,emprestimo_inadimplente,emprestimo_renda_percentual,historico_inadimplencia,historico_tempo_credito
34,60000.0,Alugada,0,Educativo,C,12000.0,12.22,0,0.2,S,7.0
30,50000.0,Hipotecada,14,Pagamento de débitos,A,1875.0,8.0,0,0.04,N,9.0
30,60000.0,Alugada,8,Médico,A,5000.0,11.01363026788837,0,0.08,N,8.0
22,90000.0,Alugada,7,Empreendimento,A,12000.0,5.79,0,0.13,N,2.0
23,90096.0,Hipotecada,0,Educativo,C,10150.0,11.97,0,0.11,N,3.0
35,70360.0,Alugada,8,Educativo,A,10000.0,6.62,0,0.14,N,5.0
21,66028.68784029038,Alugada,1,Educativo,A,25000.0,16.07,0,0.19,S,3.0
24,40000.0,Alugada,8,Médico,C,4500.0,12.84,0,0.11,N,3.0
27,75000.0,Alugada,1,Melhora do lar,B,20000.0,11.01363026788837,0,0.27,N,6.0
22,96000.0,Hipotecada,3,Educativo,C,11400.0,13.04,0,0.12,S,2.0
21,40000.0,Alugada,3,Educativo,D,7000.0,14.46,0,0.17,N,3.0
31,95000.0,Hipotecada,1,Pagamento de débitos,B,25000.0,10.08,0,0.26,N,6.0
21,41900.0,Alugada,2,Empreendimento,C,16000.0,12.84,1,0.38,S,2.0
24,60000.0,Hipotecada,8,Empreendimento,A,2800.0,9.32,0,0.05,N,4.0
33,25200.0,Alugada,3,Médico,E,1600.0,16.69,1,0.06,N,6.0
27,16800.0,Alugada,3,Pagamento de débitos,B,6500.0,11.99,1,0.39,N,8.0
23,60000.0,Alugada,0,Empreendimento,A,8400.0,7.49,0,0.14,N,3.0
35,20000.0,Alugada,0,Educativo,D,8500.0,15.05,1,0.42,S,10.0
33,56312.0,Alugada,2,Melhora do lar,B,3000.0,11.71,0,0.05,N,9.0
24,85000.0,Hipotecada,3,Melhora do lar,A,9590.576529119111,11.01363026788837,0,0.1,N,2.0
30,43000.0,Alugada,1,Médico,A,3200.0,8.0,0,0.07,N,5.0
36,46000.0,Hipotecada,3,Empreendimento,A,8000.0,5.42,0,0.17,N,15.0
35,36000.0,Alugada,1,Empreendimento,C,5600.0,13.06,0,0.16,N,7.0
24,67000.0,Própria,3,Empreendimento,C,13000.0,11.01363026788837,0,0.19,S,3.0
26,25000.0,Hipotecada,10,Médico,A,7000.0,6.99,0,0.28,N,2.0
37,6000.0,Própria,3,Empreendimento,A,1300.0,6.03,1,0.22,N,11.0
22,41000.0,Alugada,2,Pagamento de débitos,D,3600.0,16.77,1,0.09,S,3.0
26,60000.0,Hipotecada,10,Médico,A,12500.0,6.92,0,0.21,N,3.0
32,35000.0,Hipotecada,2,Pessoal,C,6075.0,13.49,0,0.17,N,9.0
36,69000.0,Alugada,20,Empreendimento,A,12000.0,11.01363026788837,0,0.1702273126206802,N,2.0
24,37000.0,Hipotecada,8,Empreendimento,B,10000.0,10.99,0,0.27,N,4.0
23,24000.0,Própria,0,Educativo,A,7000.0,7.14,0,0.29,N,3.0
26,80730.0,Hipotecada,7,Melhora do lar,A,9600.0,7.29,0,0.12,N,2.0
26,45243.0,Alugada,3,Empreendimento,B,4800.0,9.25,0,0.11,N,2.0
22,66000.0,Própria,6,Educativo,A,5000.0,7.9,0,0.08,N,4.0
23,28000.0,Alugada,5,Pessoal,B,6000.0,9.63,0,0.21,N,4.0
35,53500.0,Hipotecada,1,Empreendimento,C,20000.0,12.53,0,0.37,S,7.0
31,24000.0,Alugada,3,Educativo,A,6000.0,8.49,0,0.25,N,5.0
24,9600.0,Alugada,3,Educativo,C,1300.0,12.73,1,0.14,N,2.0
23,29000.0,Alugada,0,Educativo,E,10000.0,17.93,1,0.34,S,3.0
27,36000.0,Alugada,2,Médico,B,2000.0,11.99,0,0.06,N,8.0
25,55000.0,Hipotecada,10,Educativo,C,15000.0,11.01363026788837,0,0.27,S,3.0
38,34296.0,Própria,1,Médico,C,12000.0,11.01363026788837,0,0.35,S,12.0
21,45192.0,Hipotecada,0,Pessoal,B,11700.0,10.74,0,0.26,N,2.0
23,91000.0,Hipotecada,0,Educativo,B,1000.0,11.71,0,0.01,N,3.0
31,135000.0,Hipotecada,12,Educativo,C,15000.0,13.85,0,0.11,S,9.0
23,30000.0,Alugada,3,Pessoal,A,3600.0,5.99,0,0.12,N,2.0
27,27900.0,Alugada,3,Médico,A,10625.0,7.9,1,0.38,N,5.0
34,78000.0,Alugada,9,Pagamento de débitos,E,15000.0,16.4,1,0.19,N,5.0
32,66028.68784029038,Alugada,4,Médico,A,12000.0,14.54,0,0.27,N,2.0
29,30000.0,Alugada,3,Médico,B,5000.0,11.49,0,0.17,N,9.0
28,39000.0,Alugada,6,Médico,D,8000.0,14.91,1,0.21,S,7.0
31,39420.0,Alugada,0,Médico,C,2500.0,15.27,0,0.06,S,8.0
30,67000.0,Hipotecada,6,Melhora do lar,A,10000.0,6.99,0,0.15,N,6.0
58,68000.0,Hipotecada,1,Pessoal,B,8000.0,10.99,0,0.12,N,29.0
25,98000.0,Hipotecada,9,Melhora do lar,E,25000.0,16.45,1,0.26,N,4.0
28,83000.0,Hipotecada,6,Pagamento de débitos,B,5000.0,11.01363026788837,0,0.06,N,9.0
21,21700.0,Alugada,2,Melhora do lar,D,5500.0,14.91,1,0.25,N,2.0
34,54000.0,Hipotecada,5,Empreendimento,A,10000.0,7.29,0,0.19,N,7.0
23,66028.68784029038,Alugada,4,Educativo,B,22000.0,10.62,1,0.31,N,11.0
29,60000.0,Alugada,0,Melhora do lar,A,4000.0,7.88,0,0.07,N,6.0
25,50000.0,Alugada,0,Melhora do lar,B,6400.0,9.91,0,0.13,N,4.0
29,60000.0,Hipotecada,7,Empreendimento,A,5000.0,7.66,0,0.08,N,10.0
52,25000.0,Alugada,23,Médico,D,5000.0,12.61,1,0.2,S,22.0
27,97000.0,Hipotecada,11,Pessoal,B,3600.0,9.25,0,0.04,N,7.0
21,43000.0,Alugada,4,Empreendimento,D,17525.0,12.72,0,0.12,N,7.0
22,45000.0,Alugada,3,Médico,A,5800.0,7.88,0,0.13,N,3.0
22,63800.0,Hipotecada,7,Pagamento de débitos,B,25000.0,11.36,0,0.39,N,4.0
24,24000.0,Alugada,2,Educativo,D,3500.0,15.65,1,0.15,S,4.0
26,96000.0,Alugada,2,Melhora do lar,A,1750.0,6.54,0,0.02,N,2.0
22,108000.0,Alugada,6,Educativo,B,28000.0,11.01363026788837,1,0.26,N,4.0
23,60000.0,Própria,2,Médico,D,18500.0,15.33,0,0.31,N,2.0
26,70000.0,Hipotecada,0,Educativo,A,7000.0,7.88,0,0.1,N,4.0
25,27600.0,Alugada,2,Médico,B,7000.0,9.76,0,0.25,N,4.0
24,75000.0,Alugada,6,Pessoal,B,15000.0,11.71,0,0.2,N,4.0
26,110000.0,Hipotecada,0,Empreendimento,A,15600.0,6.17,0,0.14,N,4.0
34,84000.0,Alugada,3,Educativo,A,9000.0,5.79,0,0.11,N,10.0
24,80000.0,Alugada,5,Empreendimento,B,10000.0,11.14,0,0.13,N,4.0
29,72000.0,Hipotecada,12,Pagamento de débitos,D,12000.0,15.62,1,0.17,S,9.0
23,25200.0,Alugada,7,Educativo,B,7200.0,11.86,1,0.29,N,4.0
26,108000.0,Hipotecada,4,Pessoal,A,9000.0,5.79,0,0.08,N,2.0
28,77544.0,Hipotecada,2,Pessoal,E,15000.0,16.63,0,0.19,S,5.0
33,90000.0,Hipotecada,4,Pagamento de débitos,C,12000.0,12.98,0,0.13,N,6.0
28,61500.0,Alugada,1,Melhora do lar,B,4000.0,10.95,0,0.07,N,8.0
25,112000.0,Alugada,7,Pagamento de débitos,B,5000.0,10.25,0,0.04,N,3.0
29,33996.0,Alugada,11,Educativo,C,4000.0,13.47,1,0.12,N,7.0
23,48000.0,Alugada,3,Pagamento de débitos,A,8000.0,8.49,0,0.17,N,2.0
22,20400.0,Alugada,4,Pessoal,B,5000.0,12.42,0,0.25,N,2.0
21,24996.0,Alugada,2,Educativo,E,5000.0,16.45,1,0.2,N,4.0
22,50000.0,Alugada,6,Educativo,A,15000.0,6.03,0,0.3,N,2.0
33,15500.0,Alugada,1,Médico,A,3000.0,7.51,1,0.19,N,5.0
29,48000.0,Alugada,1,Médico,A,8800.0,8.49,0,0.18,N,9.0
49,70872.0,Hipotecada,4,Pagamento de débitos,D,15000.0,14.84,1,0.21,N,11.0
25,90000.0,Hipotecada,7,Pagamento de débitos,A,6000.0,7.14,0,0.07,N,3.0
24,60000.0,Alugada,8,Pessoal,D,20000.0,13.87,1,0.33,N,4.0
22,54000.0,Alugada,4,Pagamento de débitos,C,9000.0,15.96,0,0.17,S,3.0
30,30000.0,Alugada,1,Pessoal,B,14500.0,11.01363026788837,1,0.48,N,8.0
25,35500.0,Alugada,5,Médico,B,4000.0,10.99,0,0.11,N,3.0
29,92250.0,Alugada,2,Médico,B,13000.0,10.99,0,0.14,N,9.0
24,65000.0,Hipotecada,6,Pessoal,B,11000.0,11.49,0,0.17,N,2.0
24,75000.0,Hipotecada,9,Melhora do lar,A,11500.0,5.42,0,0.15,N,2.0
22,72000.0,Própria,1,Empreendimento,B,15000.0,10.25,0,0.21,N,4.0
24,60000.0,Própria,9,Melhora do lar,B,15000.0,11.83,0,0.25,N,3.0
41,55000.0,Alugada,9,Pagamento de débitos,B,12000.0,12.53,0,0.22,N,15.0
34,47818.0,Alugada,9,Médico,A,6800.0,6.92,0,0.14,N,9.0
26,36996.0,Alugada,8,Pessoal,C,9600.0,11.97,0,0.26,S,4.0
29,38000.0,Hipotecada,4,Educativo,A,15000.0,11.12,0,0.1702273126206802,N,3.0
36,45600.0,Hipotecada,6,Médico,C,10000.0,13.49,0,0.22,N,16.0
35,52000.0,Alugada,2,Médico,B,3000.0,11.48,0,0.06,N,7.0
41,60000.0,Alugada,4,Educativo,B,34000.0,17.58,1,0.52,N,4.0
21,45000.0,Alugada,3,Pessoal,A,7200.0,9.38,0,0.16,N,4.0
28,50500.0,Alugada,3,Melhora do lar,C,5200.0,12.53,0,0.1,N,8.0
25,86000.0,Hipotecada,3,Educativo,A,8000.0,7.29,0,0.09,N,2.0
26,85000.0,Hipotecada,8,Médico,A,15000.0,7.88,0,0.18,N,4.0
23,66912.0,Hipotecada,7,Pessoal,C,16000.0,12.73,0,0.24,N,3.0
30,100000.0,Alugada,13,Pagamento de débitos,A,12000.0,7.88,0,0.12,N,9.0
36,37000.0,Hipotecada,5,Médico,E,3000.0,18.39,1,0.08,S,15.0
29,66028.68784029038,Hipotecada,13,Pessoal,A,15000.0,15.58,1,0.19,S,4.0
34,135000.0,Alugada,6,Melhora do lar,E,7500.0,11.01363026788837,0,0.14,N,4.0
40,75000.0,Alugada,4,Educativo,A,5000.0,13.57,0,0.14,N,3.0
21,45000.0,Alugada,3,Médico,B,9600.0,12.18,0,0.21,N,3.0
24,28800.0,Hipotecada,5,Pagamento de débitos,C,5500.0,11.01363026788837,0,0.19,S,3.0
23,66028.68784029038,Alugada,0,Médico,A,12000.0,15.68,0,0.1702273126206802,S,3.0
24,56000.0,Hipotecada,2,Educativo,C,5250.0,12.87,0,0.09,N,2.0
25,60000.0,Hipotecada,6,Empreendimento,D,8400.0,16.89,0,0.14,N,3.0
27,85000.0,Hipotecada,9,Médico,B,24000.0,11.71,0,0.28,N,10.0
27,55200.0,Própria,4,Educativo,B,4000.0,11.01363026788837,0,0.07,N,10.0
37,117000.0,Hipotecada,3,Pessoal,A,10000.0,8.94,0,0.09,N,11.0
35,24000.0,Hipotecada,14,Pagamento de débitos,A,4000.0,7.49,0,0.17,N,7.0
26,45000.0,Alugada,6,Médico,A,3575.0,11.01363026788837,0,0.08,N,2.0
25,55000.0,Alugada,2,Educativo,A,7200.0,9.88,0,0.18,N,4.0
22,66028.68784029038,Própria,2,Médico,C,9950.0,7.88,0,0.12,N,7.0
25,29000.0,Alugada,5,Empreendimento,A,10000.0,7.49,1,0.34,N,2.0
40,35000.0,Alugada,17,Educativo,A,2400.0,11.01363026788837,0,0.07,N,16.0
33,24000.0,Alugada,4,Pagamento de débitos,D,1000.0,14.91,1,0.04,S,10.0
23,87000.0,Hipotecada,7,Médico,A,17000.0,7.51,0,0.2,N,3.0
38,55000.0,Alugada,0,Educativo,C,6500.0,11.03,0,0.12,S,12.0
35,52500.0,Alugada,3,Melhora do lar,B,12000.0,10.36,0,0.23,N,8.0
23,74000.0,Própria,7,Pessoal,D,15000.0,15.99,0,0.2,S,4.0
29,120000.0,Própria,10,Pessoal,B,18000.0,11.49,0,0.15,N,10.0
38,48000.0,Hipotecada,23,Médico,D,9000.0,15.21,1,0.19,S,15.0
24,54500.0,Hipotecada,7,Médico,D,8000.0,17.49,1,0.15,N,4.0
22,51000.0,Alugada,6,Educativo,A,7500.0,5.99,0,0.15,N,3.0
33,59000.0,Alugada,17,Médico,B,9600.0,9.91,0,0.16,N,8.0
24,88000.0,Hipotecada,2,Pessoal,A,8000.0,5.99,0,0.09,N,4.0
23,52360.0,Hipotecada,4,Empreendimento,D,15000.0,16.49,0,0.29,S,2.0
27,41160.0,Alugada,2,Pagamento de débitos,A,9590.576529119111,12.99,0,0.29,N,3.0
27,37000.0,Alugada,4,Médico,B,9000.0,11.11,0,0.24,N,5.0
26,85000.0,Alugada,3,Melhora do lar,C,21000.0,13.92,0,0.25,N,3.0
23,26000.0,Alugada,0,Pagamento de débitos,A,3500.0,6.91,0,0.13,N,3.0
23,60000.0,Alugada,1,Educativo,C,11000.0,14.22,0,0.18,N,4.0
22,92496.0,Hipotecada,2,Educativo,A,10200.0,11.01363026788837,0,0.11,N,4.0
24,17496.0,Alugada,4,Educativo,C,3700.0,14.22,1,0.21,N,4.0
24,42000.0,Hipotecada,9,Pessoal,A,11000.0,5.42,0,0.26,N,4.0
27,120000.0,Hipotecada,2,Empreendimento,B,16000.0,12.21,0,0.13,N,5.0
31,42000.0,Alugada,2,Médico,A,7000.0,7.9,0,0.17,N,7.0
24,85000.0,Alugada,1,Empreendimento,B,16000.0,11.99,0,0.19,N,3.0
21,19968.0,Alugada,4,Médico,C,5000.0,11.01363026788837,1,0.25,N,3.0
23,28000.0,Própria,6,Empreendimento,B,7000.0,9.99,0,0.25,N,4.0
23,50000.0,Alugada,6,Educativo,C,3000.0,11.01363026788837,0,0.06,S,2.0
31,99504.0,Alugada,5,Pagamento de débitos,C,7500.0,13.57,0,0.08,N,10.0
31,48000.0,Alugada,11,Médico,B,2000.0,10.65,0,0.04,N,6.0
21,66000.0,Hipotecada,5,Educativo,A,4500.0,7.49,0,0.07,N,2.0
27,46000.0,Hipotecada,2,Pessoal,C,4000.0,12.53,1,0.09,S,9.0
24,90000.0,Alugada,8,Melhora do lar,B,10000.0,11.01363026788837,0,0.11,N,2.0
24,91800.0,Hipotecada,0,Médico,C,16000.0,14.22,1,0.15,N,4.0
22,60000.0,Alugada,0,Educativo,B,15000.0,11.71,0,0.25,N,3.0
26,45000.0,Alugada,3,Médico,A,6000.0,7.49,0,0.13,N,2.0
27,45000.0,Alugada,3,Educativo,B,16000.0,11.71,1,0.38,N,3.0
24,105804.0,Hipotecada,4,Pessoal,A,15000.0,10.25,1,0.41,N,4.0
26,92000.0,Alugada,0,Empreendimento,D,6000.0,15.58,1,0.07,N,3.0
46,80000.0,Hipotecada,8,Empreendimento,B,5000.0,11.86,0,0.06,N,15.0
21,45000.0,Hipotecada,4,Educativo,A,5000.0,7.14,0,0.11,N,4.0
25,26000.0,Alugada,4,Médico,C,8000.0,12.87,1,0.31,S,3.0
31,110000.0,Hipotecada,4,Pagamento de débitos,B,6000.0,11.99,0,0.05,N,7.0
33,38400.0,Alugada,6,Médico,B,10500.0,11.99,0,0.27,N,8.0
23,75000.0,Hipotecada,2,Empreendimento,E,19600.0,15.13,0,0.26,N,3.0
23,73164.0,Hipotecada,7,Empreendimento,B,1000.0,10.36,0,0.01,N,2.0
26,95000.0,Hipotecada,1,Pessoal,B,24000.0,10.99,0,0.25,N,3.0
23,20000.0,Alugada,6,Pessoal,C,4000.0,12.23,0,0.2,S,2.0
42,38400.0,Alugada,4,Médico,B,13000.0,11.01363026788837,1,0.34,N,11.0
32,60000.0,Hipotecada,11,Pessoal,C,7500.0,11.03,0,0.13,S,10.0
25,28800.0,Alugada,5,Pessoal,A,5575.0,6.62,0,0.19,N,4.0
29,46000.0,Alugada,6,Empreendimento,B,4000.0,9.99,0,0.09,N,9.0
23,65000.0,Hipotecada,4,Médico,A,7000.0,7.14,0,0.11,N,3.0
23,36100.0,Alugada,2,Educativo,A,5000.0,7.49,0,0.14,N,4.0
23,52000.0,Alugada,1,Pessoal,C,25000.0,13.22,1,0.48,N,2.0
28,62000.0,Alugada,4,Pessoal,C,7200.0,12.99,0,0.12,S,9.0
23,72000.0,Hipotecada,5,Pessoal,D,12000.0,16.29,0,0.17,N,2.0
21,16800.0,Hipotecada,0,Empreendimento,B,6000.0,10.39,1,0.36,N,4.0
23,38000.0,Hipotecada,5,Pessoal,A,5400.0,7.9,0,0.14,N,3.0
23,90000.0,Hipotecada,1,Educativo,A,4000.0,5.42,0,0.04,N,3.0
23,35000.0,Alugada,0,Pagamento de débitos,C,5200.0,13.92,0,0.15,N,2.0
30,40000.0,Alugada,4,Empreendimento,C,4500.0,14.26,0,0.11,S,6.0
23,120000.0,Alugada,3,Empreendimento,A,3725.0,8.49,0,0.03,N,2.0
22,42000.0,Alugada,0,Empreendimento,C,3600.0,14.72,0,0.09,S,4.0
32,101000.0,Hipotecada,12,Pagamento de débitos,B,8000.0,11.49,0,0.08,N,5.0
21,28000.0,Alugada,3,Educativo,B,8000.0,10.99,1,0.29,N,2.0
26,48000.0,Hipotecada,10,Empreendimento,C,13800.0,13.49,0,0.29,S,2.0
27,78000.0,Hipotecada,1,Empreendimento,A,5125.0,8.59,0,0.07,N,8.0
31,18000.0,Alugada,6,Educativo,C,4000.0,12.84,1,0.22,N,5.0
32,84456.0,Alugada,5,Pagamento de débitos,B,10000.0,9.88,0,0.12,N,10.0
35,48000.0,Própria,6,Melhora do lar,C,4200.0,13.61,0,0.09,N,7.0
22,69996.0,Hipotecada,6,Empreendimento,B,10000.0,10.0,0,0.14,N,4.0
29,76000.0,Alugada,2,Médico,B,7200.0,11.01363026788837,0,0.09,N,8.0
22,57000.0,Hipotecada,1,Empreendimento,A,3200.0,5.99,0,0.06,N,4.0
22,66000.0,Hipotecada,6,Educativo,C,15000.0,11.72,0,0.23,S,2.0
47,85000.0,Hipotecada,3,Melhora do lar,A,10000.0,8.07,0,0.12,N,15.0
30,15000.0,Alugada,4,Melhora do lar,A,2700.0,7.29,1,0.18,N,5.0
22,36000.0,Hipotecada,6,Pagamento de débitos,A,5975.0,7.42,0,0.17,N,4.0
33,56400.0,Hipotecada,3,Educativo,B,8500.0,12.42,1,0.15,N,6.0
23,60000.0,Alugada,0,Educativo,C,11200.0,10.78,0,0.19,N,3.0
22,40000.0,Hipotecada,3,Pagamento de débitos,B,7500.0,11.49,0,0.19,N,3.0
36,24000.0,Alugada,20,Pagamento de débitos,B,10000.0,11.86,1,0.42,N,15.0
21,33000.0,Hipotecada,5,Melhora do lar,C,2000.0,14.27,1,0.06,N,4.0
27,39000.0,Alugada,0,Educativo,C,8000.0,11.03,0,0.21,N,9.0
31,40000.0,Própria,0,Médico,D,15000.0,15.31,0,0.38,S,10.0
28,90000.0,Hipotecada,12,Melhora do lar,C,5000.0,14.79,0,0.06,S,8.0
22,42500.0,Alugada,0,Médico,E,1500.0,17.19,1,0.04,S,4.0
25,70000.0,Alugada,1,Empreendimento,A,5750.0,8.0,0,0.08,N,4.0
33,66500.0,Hipotecada,1,Educativo,A,9590.576529119111,7.14,0,0.1702273126206802,N,9.0
34,93100.0,Alugada,2,Melhora do lar,C,8000.0,11.01363026788837,0,0.09,N,9.0
26,67000.0,Alugada,9,Empreendimento,A,8000.0,7.14,0,0.12,N,2.0
28,66028.68784029038,Alugada,7,Educativo,A,20000.0,10.62,0,0.1702273126206802,N,4.0
40,52479.0,Alugada,17,Pessoal,D,6600.0,14.54,1,0.13,N,13.0
21,30000.0,Alugada,0,Pagamento de débitos,C,1500.0,13.92,0,0.05,N,2.0
23,39292.0,Hipotecada,3,Médico,A,3250.0,11.01363026788837,1,0.08,N,3.0
27,65000.0,Alugada,5,Pessoal,E,7000.0,16.82,0,0.11,N,9.0
43,54000.0,Alugada,0,Melhora do lar,D,9000.0,15.65,1,0.17,S,16.0
36,79200.0,Hipotecada,19,Pessoal,A,10000.0,6.03,0,0.13,N,14.0
24,65450.0,Alugada,7,Pagamento de débitos,A,9600.0,8.49,0,0.15,N,2.0
22,38004.0,Própria,0,Empreendimento,D,3000.0,12.92,0,0.08,S,3.0
39,90000.0,Hipotecada,15,Empreendimento,A,10500.0,7.66,0,0.12,N,12.0
31,76500.0,Alugada,1,Educativo,B,14000.0,11.49,0,0.18,N,10.0
34,80000.0,Alugada,0,Pagamento de débitos,A,30000.0,6.62,1,0.38,N,5.0
25,75600.0,Hipotecada,7,Médico,C,15000.0,12.68,0,0.2,N,2.0
25,80000.0,Própria,9,Empreendimento,C,12800.0,11.01363026788837,0,0.16,N,3.0
24,48661.0,Hipotecada,7,Educativo,D,8000.0,17.58,0,0.16,N,2.0
32,29000.0,Própria,0,Pessoal,A,2000.0,8.49,0,0.07,N,8.0
26,65000.0,Alugada,4,Pessoal,A,8000.0,6.92,0,0.12,N,4.0
24,86400.0,Hipotecada,2,Pagamento de débitos,A,12200.0,7.29,0,0.14,N,3.0
26,59600.0,Hipotecada,9,Empreendimento,E,21000.0,16.45,1,0.35,N,2.0
29,130000.0,Hipotecada,5,Educativo,A,24800.0,7.49,0,0.19,N,10.0
23,66000.0,Hipotecada,8,Educativo,B,8750.0,9.99,0,0.13,N,2.0
26,97000.0,Hipotecada,5,Pagamento de débitos,A,4000.0,6.62,0,0.04,N,4.0
21,39000.0,Alugada,4,Educativo,B,6000.0,10.38,0,0.15,N,3.0
23,46000.0,Alugada,2,Empreendimento,D,6800.0,15.65,1,0.15,S,4.0
24,50000.0,Alugada,6,Pessoal,A,4000.0,7.66,0,0.08,N,4.0
32,40277.0,Alugada,5,Médico,B,15000.0,11.71,1,0.37,N,8.0
26,21000.0,Própria,4,Educativo,C,8000.0,13.79,0,0.38,S,3.0
27,50000.0,Alugada,5,Empreendimento,B,12000.0,10.37,0,0.24,N,9.0
21,27000.0,Alugada,5,Médico,D,4000.0,15.58,1,0.15,S,2.0
26,48000.0,Alugada,2,Médico,B,10000.0,12.21,0,0.21,N,3.0
31,102000.0,Hipotecada,5,Educativo,A,4000.0,7.88,0,0.04,N,10.0
22,21120.0,Hipotecada,3,Pagamento de débitos,D,1625.0,16.89,1,0.08,S,3.0
24,70000.0,Hipotecada,4,Educativo,B,21000.0,11.99,0,0.3,N,4.0
26,22800.0,Alugada,4,Pessoal,C,5000.0,13.57,0,0.22,S,2.0
32,85000.0,Alugada,7,Pagamento de débitos,B,6000.0,11.71,0,0.07,N,5.0
26,40720.0,Hipotecada,4,Pessoal,C,10000.0,13.48,0,0.25,S,3.0
22,35000.0,Alugada,4,Empreendimento,C,1000.0,11.01363026788837,0,0.03,S,3.0
30,66000.0,Hipotecada,15,Empreendimento,B,15000.0,11.14,0,0.23,N,8.0
32,32004.0,Alugada,10,Pagamento de débitos,C,10400.0,15.27,1,0.32,N,9.0
22,18000.0,Própria,3,Pessoal,A,3000.0,7.9,1,0.17,N,4.0
30,9600.0,Alugada,4,Pessoal,A,1800.0,5.99,1,0.19,N,8.0
31,56000.0,Hipotecada,4,Médico,A,8000.0,8.59,0,0.14,N,6.0
23,90000.0,Hipotecada,7,Pessoal,D,15000.0,15.31,0,0.17,S,4.0
33,72000.0,Alugada,9,Pessoal,B,9000.0,11.14,0,0.13,N,5.0
25,39000.0,Alugada,3,Melhora do lar,A,2000.0,7.66,1,0.05,N,4.0
24,51500.0,Alugada,6,Pagamento de débitos,B,20000.0,12.21,1,0.39,N,4.0
26,67000.0,Hipotecada,10,Pessoal,B,10000.0,12.21,0,0.15,N,3.0
36,62400.0,Hipotecada,13,Empreendimento,C,14100.0,12.98,0,0.23,S,14.0
29,55000.0,Hipotecada,1,Empreendimento,A,12625.0,7.9,0,0.23,N,6.0
25,42000.0,Alugada,3,Empreendimento,A,18000.0,6.17,1,0.43,N,2.0
27,113800.0,Hipotecada,3,Médico,A,7500.0,8.63,0,0.07,N,10.0
39,32000.0,Alugada,4,Empreendimento,A,9590.576529119111,11.71,0,0.12,N,3.0
31,24996.0,Alugada,0,Pagamento de débitos,C,5000.0,12.99,1,0.2,N,8.0
